zip,city,state,latitude,longitude,timezone,dst
73501, Lawton, OK,34.608348,-98.39414,-6,1
89501, Reno, NV,39.52616,-119.81367,-8,1
75201, Dallas, TX,32.787629,-96.79941,-6,1
11040, New Hyde Park, NY,40.742901,-73.67895,-5,1
19380, West Chester, PA,39.983108,-75.59332,-5,1
956, Bayamon, PR,18.34216,-66.16643,-4,0
32780, Titusville, FL,28.564077,-80.81695,-5,1
34101, Naples, FL,25.855534,-81.38719,-5,1
32725, Deltona, FL,28.902426,-81.24515,-5,1
39530, Biloxi, MS,30.399148,-88.88917,-6,1
63701, Cape Girardeau, MO,37.32564,-89.5659,-6,1
58201, Grand Forks, ND,47.899217,-97.05896,-6,1
43601, Toledo, OH,41.720684,-83.569359,-5,1
77373, Spring, TX,30.056394,-95.38961,-6,1
11201, Brooklyn, NY,40.695286,-73.98907,-5,1
1810, Andover, MA,42.646942,-71.1513,-5,1
80401, Golden, CO,39.735745,-105.19337,-7,1
37601, Johnson City, TN,36.331006,-82.3386,-5,1
76501, Temple, TX,31.093215,-97.31086,-6,1
29909, Hilton Head Island, SC,32.312621,-80.915532,-5,1
70432, Covington, LA,30.496278,-90.131145,-6,1
72201, Little Rock, AR,34.745692,-92.27987,-6,1
64501, Saint Joseph, MO,39.766144,-94.84504,-6,1
66044, Lawrence, KS,38.983551,-95.23202,-6,1
15130, McKeesport, PA,40.434436,-80.024817,-5,1
24001, Roanoke, VA,37.274175,-79.95786,-5,1
22040, Falls Church, VA,38.884177,-77.171752,-5,1
33870, Sebring, FL,27.483817,-81.42131,-5,1
11553, Uniondale, NY,40.703502,-73.59306,-5,1
91403, Sherman Oaks, CA,34.152513,-118.46396,-8,1
98225, Bellingham, WA,48.747578,-122.48508,-8,1
85701, Tucson, AZ,32.216743,-110.9696,-7,0
49501, Grand Rapids, MI,42.984226,-85.629101,-5,1
33427, Boca Raton, FL,26.375954,-80.10717,-5,1
96001, Redding, CA,40.56816,-122.41519,-8,1
94589, Vallejo, CA,38.152068,-122.25074,-8,1
91050, Pasadena, CA,33.786594,-118.298662,-8,1
30004, Alpharetta, GA,34.119177,-84.30292,-5,1
73533, Duncan, OK,34.502833,-97.95185,-6,1
33101, Miami, FL,25.779076,-80.19782,-5,1
77550, Galveston, TX,29.298448,-94.79316,-6,1
78550, Harlingen, TX,26.206602,-97.68776,-6,1
10550, Mount Vernon, NY,40.907607,-73.83709,-5,1
19601, Reading, PA,40.348092,-75.93577,-5,1
36801, Opelika, AL,32.660497,-85.39917,-6,1
6514, Hamden, CT,41.357947,-72.93765,-5,1
83401, Idaho Falls, ID,43.528891,-111.98136,-7,1
24153, Salem, VA,37.288807,-80.07821,-5,1
90220, Compton, CA,33.890566,-118.23666,-8,1
19801, Wilmington, DE,39.738563,-75.54833,-5,1
20731, Capitol Heights, MD,38.833563,-76.877743,-5,1
47412, Evansville, IN,37.975102,-87.626938,-6,1
59601, Helena, MT,46.588803,-112.04193,-7,1
23701, Portsmouth, VA,36.810448,-76.36811,-5,1
92589, Temecula, CA,33.752886,-116.055617,-8,1
12301, Schenectady, NY,42.833261,-74.058015,-5,1
89030, North Las Vegas, NV,36.206419,-115.12318,-8,1
59715, Bozeman, MT,45.707153,-110.9878,-7,1
46514, Elkhart, IN,41.707616,-85.97605,-5,0
2169, Quincy, MA,42.250739,-70.99593,-5,1
90711, Lakewood, CA,33.786594,-118.298662,-8,1
32750, Longwood, FL,28.703674,-81.35384,-5,1
83651, Nampa, ID,43.583454,-116.58697,-7,1
75701, Tyler, TX,32.325214,-95.29467,-6,1
66101, Kansas City, KS,39.118054,-94.62568,-6,1
27511, Cary, NC,35.755651,-78.77508,-5,1
29301, Spartanburg, SC,34.940921,-81.98682,-5,1
34601, Brooksville, FL,28.566183,-82.38002,-5,1
76301, Wichita Falls, TX,33.916497,-98.47132,-6,1
80509, Colorado Springs, CO,38.828692,-104.84063,-7,1
80001, Arvada, CO,39.522014,-105.223945,-7,1
39440, Laurel, MS,31.701492,-89.1393,-6,1
24112, Martinsville, VA,36.696264,-79.86879,-5,1
20170, Herndon, VA,38.977109,-77.38527,-5,1
20813, Bethesda, MD,39.143979,-77.207617,-5,1
8601, Trenton, NJ,40.280531,-74.712018,-5,1
91501, Burbank, CA,34.186755,-118.30153,-8,1
35801, Huntsville, AL,34.72879,-86.57316,-6,1
90755, Long Beach, CA,33.801783,-118.168691,-8,1
72901, Fort Smith, AR,35.373791,-94.41371,-6,1
29601, Greenville, SC,34.848301,-82.40578,-5,1
85280, Tempe, AZ,33.401395,-111.931298,-7,0
10451, Bronx, NY,40.819729,-73.9223,-5,1
93062, Simi Valley, CA,34.032383,-119.1343,-8,1
98001, Auburn, WA,47.303722,-122.26608,-8,1
29621, Anderson, SC,34.523657,-82.62509,-5,1
44101, Cleveland, OH,41.523401,-81.599648,-5,1
68101, Omaha, NE,41.291736,-96.171104,-6,1
85001, Phoenix, AZ,33.703967,-112.351835,-7,0
33424, Boynton Beach, FL,26.645895,-80.430269,-5,1
33563, Plant City, FL,28.016971,-82.128584,-5,1
80630, Greeley, CO,40.405094,-104.800547,-7,1
92211, Palm Desert, CA,33.759409,-116.32317,-8,1
77801, Bryan, TX,30.637348,-96.36015,-6,1
84057, Orem, UT,40.311854,-111.70561,-7,1
34286, North Port, FL,27.072445,-82.1606,-5,1
91766, Pomona, CA,34.045584,-117.75305,-8,1
33539, Zephyrhills, FL,28.21305,-82.16568,-5,1
98030, Kent, WA,47.369098,-122.192276,-8,1
27833, Greenville, NC,35.580444,-77.392609,-5,1
81301, Durango, CO,37.295888,-107.84945,-7,1
77301, Conroe, TX,30.313308,-95.45085,-6,1
33109, Miami Beach, FL,25.759474,-80.13907,-5,1
35055, Cullman, AL,34.167893,-86.82506,-6,1
2360, Plymouth, MA,41.894676,-70.61999,-5,1
48150, Livonia, MI,42.365936,-83.36513,-5,1
86403, Lake Havasu City, AZ,34.483582,-114.33694,-7,0
24540, Danville, VA,36.622638,-79.39998,-5,1
33454, Lake Worth, FL,26.645895,-80.430269,-5,1
1801, Woburn, MA,42.484545,-71.15206,-5,1
11580, Valley Stream, NY,40.673,-73.70346,-5,1
27045, Rural Hall, NC,36.232354,-80.30391,-5,1
37801, Maryville, TN,35.709071,-84.05015,-5,1
48034, Southfield, MI,42.474234,-83.29078,-5,1
90731, San Pedro, CA,33.732368,-118.28905,-8,1
78520, Brownsville, TX,25.928274,-97.51618,-6,1
60201, Evanston, IL,42.056391,-87.69684,-6,1
32960, Vero Beach, FL,27.636828,-80.40294,-5,1
18101, Allentown, PA,40.602847,-75.47022,-5,1
94518, Concord, CA,37.954122,-122.02506,-8,1
46011, Anderson, IN,40.112913,-85.737,-5,0
1013, Chicopee, MA,42.161492,-72.60316,-5,1
80000, Aurora, CO,39.669637,-104.773083,-7,1
48601, Saginaw, MI,43.413975,-83.91427,-5,1
85250, Scottsdale, AZ,33.521433,-111.90944,-7,0
96150, South Lake Tahoe, CA,38.908741,-120.00992,-8,1
86422, Bullhead City, AZ,35.109303,-114.574004,-7,0
39180, Vicksburg, MS,32.292761,-90.87184,-6,1
36867, Phenix City, AL,32.492304,-85.01943,-6,1
88240, Hobbs, NM,32.70778,-103.16616,-7,1
90501, Torrance, CA,33.828766,-118.31367,-8,1
81001, Pueblo, CO,38.282872,-104.57029,-7,1
47801, Terre Haute, IN,39.433602,-87.410094,-5,0
92334, Fontana, CA,34.839964,-115.967051,-8,1
31401, Savannah, GA,32.068658,-81.09258,-5,1
92019, El Cajon, CA,32.788736,-116.90487,-8,1
6501, New Haven, CT,41.365709,-72.927507,-5,1
20715, Bowie, MD,38.979413,-76.74382,-5,1
33936, Lehigh Acres, FL,26.588982,-81.61163,-5,1
45201, Cincinnati, OH,39.166759,-84.53822,-5,1
55357, Loretto, MN,45.088013,-93.65053,-6,1
95670, Rancho Cordova, CA,38.605355,-121.28247,-8,1
91303, Canoga Park, CA,34.198204,-118.60206,-8,1
32601, Gainesville, FL,29.653195,-82.3244,-5,1
633, Cayey, PR,18.194527,-66.183467,-4,0
70501, Lafayette, LA,30.2334,-92.00959,-6,1
94601, Oakland, CA,37.776835,-122.21792,-8,1
30501, Gainesville, GA,34.306643,-83.82352,-5,1
94301, Palo Alto, CA,37.443688,-122.15071,-8,1
47933, Crawfordsville, IN,40.034554,-86.89143,-5,0
33401, West Palm Beach, FL,26.711192,-80.06043,-5,1
29631, Clemson, SC,34.681255,-82.82176,-5,1
32084, Saint Augustine, FL,29.87131,-81.29464,-5,1
40501, Lexington, KY,38.037847,-84.61645,-5,1
32701, Altamonte Springs, FL,28.666249,-81.36796,-5,1
22150, Springfield, VA,38.778243,-77.18562,-5,1
46901, Kokomo, IN,40.501576,-86.14677,-5,0
29901, Beaufort, SC,32.424353,-80.565343,-5,1
20707, Laurel, MD,39.098475,-76.86571,-5,1
24501, Lynchburg, VA,37.390209,-79.16132,-5,1
17101, Harrisburg, PA,40.261839,-76.88279,-5,1
48340, Pontiac, MI,42.668532,-83.29585,-5,1
77325, Humble, TX,29.83399,-95.434241,-6,1
75040, Garland, TX,32.920574,-96.62639,-6,1
79101, Amarillo, TX,35.206402,-101.83924,-6,1
46801, Fort Wayne, IN,41.093763,-85.070713,-5,0
93301, Bakersfield, CA,35.381408,-119.01935,-8,1
29115, Orangeburg, SC,33.487767,-80.8564,-5,1
1840, Lawrence, MA,42.706941,-71.16181,-5,1
62201, East Saint Louis, IL,38.62855,-90.14609,-6,1
2138, Cambridge, MA,42.379146,-71.12803,-5,1
48331, Farmington, MI,42.508809,-83.40875,-5,1
77901, Victoria, TX,28.806417,-96.99356,-6,1
7201, Elizabeth, NJ,40.669502,-74.19889,-5,1
17601, Lancaster, PA,40.072246,-76.3155,-5,1
21740, Hagerstown, MD,39.633946,-77.73025,-5,1
92069, San Marcos, CA,33.144908,-117.17128,-8,1
1823, Haverhill, MA,42.800429,-71.11087,-5,1
52240, Iowa City, IA,41.649867,-91.52019,-6,1
33948, Port Charlotte, FL,26.984486,-82.14859,-5,1
41011, Covington, KY,39.0752,-84.52064,-5,1
32905, Palm Bay, FL,28.031689,-80.60014,-5,1
6101, Hartford, CT,41.78007,-72.677099,-5,1
98004, Bellevue, WA,47.618371,-122.20308,-8,1
58102, Fargo, ND,46.900348,-96.80016,-6,1
78401, Corpus Christi, TX,27.795805,-97.40019,-6,1
60521, Hinsdale, IL,41.772915,-87.92996,-6,1
75801, Palestine, TX,31.779481,-95.63325,-6,1
1101, Springfield, MA,42.170731,-72.604842,-5,1
96160, Truckee, CA,39.3781,-120.186383,-8,1
12550, Newburgh, NY,41.521593,-74.04072,-5,1
55362, Monticello, MN,45.301337,-93.80774,-6,1
34994, Stuart, FL,27.195291,-80.25225,-5,1
75006, Carrollton, TX,32.960374,-96.89163,-6,1
48322, West Bloomfield, MI,42.541268,-83.37551,-5,1
75149, Mesquite, TX,32.767329,-96.60759,-6,1
91324, Northridge, CA,34.240353,-118.55038,-8,1
60159, Schaumburg, IL,41.811929,-87.68732,-6,1
8101, Camden, NJ,39.80237,-74.938259,-5,1
48315, Utica, MI,42.662902,-82.99392,-5,1
92602, Irvine, CA,33.73297,-117.76932,-8,1
95030, Los Gatos, CA,37.228594,-121.98396,-8,1
66601, Topeka, KS,38.988075,-95.780662,-6,1
21801, Salisbury, MD,38.369675,-75.61214,-5,1
45401, Dayton, OH,39.750471,-84.268593,-5,1
60601, Chicago, IL,41.886456,-87.62325,-6,1
38701, Greenville, MS,33.380388,-91.05187,-6,1
91201, Glendale, CA,34.17013,-118.29158,-8,1
70601, Lake Charles, LA,30.226399,-93.20496,-6,1
93550, Palmdale, CA,34.56548,-118.08549,-8,1
13201, Syracuse, NY,43.02143,-76.197701,-5,1
99801, Juneau, AK,58.358599,-134.54749,-9,1
81501, Grand Junction, CO,39.072831,-108.55,-7,1
38801, Tupelo, MS,34.23615,-88.75665,-6,1
46401, Gary, IN,41.590686,-87.319937,-6,1
91364, Woodland Hills, CA,34.158214,-118.60061,-8,1
20847, Rockville, MD,39.143979,-77.207617,-5,1
72762, Springdale, AR,36.186059,-94.1937,-6,1
21501, Cumberland, MD,39.580691,-78.690593,-5,1
30003, Norcross, GA,33.960353,-84.037859,-5,1
6880, Westport, CT,41.140896,-73.35178,-5,1
11801, Hicksville, NY,40.763355,-73.52323,-5,1
92049, Oceanside, CA,33.016928,-116.846046,-8,1
33380, Winter Haven, FL,28.017179,-81.754949,-5,1
33458, Jupiter, FL,26.928035,-80.11803,-5,1
27320, Reidsville, NC,36.345919,-79.67075,-5,1
13901, Binghamton, NY,42.142575,-75.88783,-5,1
57101, Sioux Falls, SD,43.546358,-96.69063,-6,1
97330, Corvallis, OR,44.608694,-123.2752,-8,1
28739, Hendersonville, NC,35.290454,-82.50652,-5,1
6701, Waterbury, CT,41.365709,-72.927507,-5,1
29501, Florence, SC,34.195705,-79.80977,-5,1
2886, Warwick, RI,41.705478,-71.45119,-5,1
31901, Columbus, GA,32.471492,-84.98005,-5,1
37813, Morristown, TN,36.186008,-83.27474,-5,1
5301, Brattleboro, VT,42.849957,-72.62328,-5,1
91976, Spring Valley, CA,33.016928,-116.846046,-8,1
83701, Boise, ID,43.603768,-116.272921,-7,1
27292, Lexington, NC,35.775789,-80.23174,-5,1
97701, Bend, OR,44.091256,-121.29769,-8,1
90230, Culver City, CA,33.997179,-118.40145,-8,1
36101, Montgomery, AL,32.356988,-86.257817,-6,1
92551, Moreno Valley, CA,33.889035,-117.22046,-8,1
28800, Asheville, NC,35.564734,-82.597992,-5,1
2154, Waltham, MA,42.388938,-71.2398,-5,1
33030, Homestead, FL,25.479438,-80.48687,-5,1
45011, Hamilton, OH,39.404856,-84.52271,-5,1
65201, Columbia, MO,38.926838,-92.29003,-6,1
22601, Winchester, VA,39.179076,-78.16653,-5,1
92570, Perris, CA,33.784051,-117.29812,-8,1
27801, Rocky Mount, NC,35.935125,-77.77076,-5,1
85374, Surprise, AZ,33.643508,-112.38502,-7,0
34450, Inverness, FL,28.829773,-82.29019,-5,1
34952, Port Saint Lucie, FL,27.291694,-80.29691,-5,1
43301, Marion, OH,40.616604,-83.069296,-5,1
95060, Santa Cruz, CA,36.980556,-122.04603,-8,1
29169, West Columbia, SC,33.990952,-81.08956,-5,1
78040, Laredo, TX,27.514845,-99.49991,-6,1
85123, Mesa, AZ,33.427135,-111.758483,-7,0
79601, Abilene, TX,32.500532,-99.69803,-6,1
8753, Toms River, NJ,39.974584,-74.15141,-5,1
48301, Bloomfield Hills, MI,42.546445,-83.28083,-5,1
89041, Pahrump, NV,36.655797,-116.004795,-8,1
19080, Wayne, PA,40.043201,-75.357678,-5,1
16501, Erie, PA,42.122957,-80.08437,-5,1
33701, Saint Petersburg, FL,27.770955,-82.63931,-5,1
72801, Russellville, AR,35.278429,-93.13682,-6,1
28560, New Bern, NC,35.119674,-77.01509,-5,1
33002, Hialeah, FL,25.558428,-80.458168,-5,1
70401, Hammond, LA,30.517866,-90.47254,-6,1
24201, Bristol, VA,36.606582,-82.18087,-5,1
37901, Knoxville, TN,36.032334,-83.884804,-5,1
3301, Concord, NH,43.213705,-71.53774,-5,1
2101, Boston, MA,42.370567,-71.026964,-5,1
74101, Tulsa, OK,36.039147,-95.868667,-6,1
29150, Sumter, SC,33.916418,-80.35738,-5,1
85345, Peoria, AZ,33.573602,-112.23984,-7,0
91718, Corona, CA,33.752886,-116.055617,-8,1
74011, Broken Arrow, OK,35.992283,-95.80542,-6,1
30026, Duluth, GA,33.962979,-84.092267,-5,1
27561, Raleigh, NC,35.898538,-78.738904,-5,1
84201, Ogden, UT,41.244261,-112.007924,-7,1
2029, Providence, RI,41.817398,-71.453674,-5,1
76101, Fort Worth, TX,32.771419,-97.291484,-6,1
31088, Warner Robins, GA,32.594698,-83.64873,-5,1
56301, Saint Cloud, MN,45.526066,-94.20649,-6,1
90660, Pico Rivera, CA,33.989013,-118.08912,-8,1
95050, Santa Clara, CA,37.347791,-121.95131,-8,1
93116, Goleta, CA,34.262834,-119.848555,-8,1
63031, Florissant, MO,38.8016,-90.33662,-6,1
77000, Houston, TX,29.711257,-95.304936,-6,1
34230, Sarasota, FL,27.335023,-82.537169,-5,1
11590, Westbury, NY,40.756287,-73.57536,-5,1
61111, Loves Park, IL,42.326227,-89.02573,-6,1
29801, Aiken, SC,33.569885,-81.71368,-5,1
23690, Yorktown, VA,37.227904,-76.51278,-5,1
45501, Springfield, OH,39.927059,-83.813228,-5,1
49440, Muskegon, MI,43.234014,-86.25131,-5,1
